GMA,zone,n,pct_excl,median_sp,p10,p90,p90p10,p_iqr,cod,median_ratio,log_median_sp
D331,D,75,0.013333333333333334,174900,135000,210000,1.5555555555555556,0.21869639794168097,16.2258227635733,1,12.071969661006694
D332,D,200,0.07,159900,100000,219089.7,2.190897,0.31785490931832394,25.16450680354096,1.0117716303708064,11.982303898822046
E121,E,125,0.136,65000,40000,125000,3.125,0.8,32.38803518822078,1.238012489818083,11.082142548877775
E122,E,285,0.07017543859649122,93730,60000,129959.40000000001,2.1659900000000003,0.4480955937266617,25.02910911882288,1.1797752808988764,11.44817358774053
E124,E,101,0.13861386138613863,70000,39000,140000,3.58974358974359,0.9357142857142857,32.02801912121599,1.1844812030075187,11.156250521031495
E125,E,301,0.09302325581395349,105000,65000,149000,2.292307692307692,0.47523809523809524,29.0009765425563,1.0822727272727273,11.56171562913966
E126,E,138,0.18115942028985507,93500,43500.00000000001,158250,3.637931034482758,0.6778074866310161,35.297323295841736,1.1613123993558776,11.44571671527678
E211,E,65,0.06153846153846154,145000,84060,178000,2.1175350939804902,0.32068965517241377,23.552344169455594,1.0153886109125567,11.884489021402711
E212,E,79,0.0759493670886076,165000,101600,288400,2.838582677165354,0.5666272727272728,23.953144789933507,1.0246698588709677,12.013700752882718
E213,E,111,0.018018018018018018,149900,110000,195000,1.7727272727272727,0.2334889926617745,15.337945468536402,1.0126751167444965,11.917723684090689
E214,E,79,0.0379746835443038,154900,100000,214600.00000000003,2.1460000000000004,0.25984506132989027,18.86945141672626,1.0050359712230217,11.95053502640496
E215,E,121,0.024793388429752067,161000,125000,196900,1.5752,0.24285714285714285,15.330118881082045,1.033125,11.9891596439666
E217,E,81,0.024691358024691357,150000,110000,170000,1.5454545454545454,0.24,16.239489086178356,1.0425396825396824,11.918390573078392
E218,E,21,0.09523809523809523,185000,165000,225000,1.3636363636363635,0.24324324324324326,12.070556820842553,1.0156627776679192,12.128111104060462
E221,E,143,0.1048951048951049,92500,55980.00000000001,139520.00000000003,2.4923186852447303,0.5589189189189189,30.785356793027542,1.096470588235294,11.434963923500517
E222,E,35,0.02857142857142857,116000,70000,145000,2.0714285714285716,0.4995689655172414,23.673314356074332,1.0422872340425533,11.661345470088502
E223,E,55,0.09090909090909091,99900,60000,270000,4.5,0.5855855855855856,26.511630919428747,1.1503473684210528,11.511924964636645
E224,E,188,0.11170212765957446,89900,50000,128600.00000000003,2.5720000000000005,0.5553392658509455,30.224454581850775,1.1162710043948727,11.406453220459712
E225,E,48,0.020833333333333332,125750,72350,156200.00000000003,2.1589495507947483,0.378727634194831,24.466454035794325,0.9953221696396068,11.742051087961986
E226,E,47,0.0851063829787234,108000,64200,137360,2.139563862928349,0.41712962962962963,23.8873575175469,1.1611111111111112,11.589886506106357
E227,E,100,0.08,106500,68500,143190,2.0903649635036494,0.3755868544600939,24.79694271041694,1.1392156862745098,11.575900264131617
E231,E,283,0.04946996466431095,110000,76000,148000,1.9473684210526316,0.32045454545454544,21.627021680488525,1.0654545454545454,11.608235644774552
E233,E,247,0.020242914979757085,130000,100000,165000,1.65,0.2692307692307692,16.344962391093365,1.0084615384615383,11.77528972943772
E234,E,59,0.05084745762711865,118600,92400,150600,1.62987012987013,0.22976391231028667,15.756292742847958,1.1008666666666667,11.683511765545763
E235,E,342,0.03508771929824561,115733,80000,160000,2,0.328341959510252,20.272200155071584,1.076861063464837,11.659041092911743
E237,E,89,0.07865168539325842,110000,65800,142600,2.1671732522796354,0.45454545454545453,30.978480006535236,1.059040404040404,11.608235644774552
E238,E,84,0.07142857142857142,100000,70150,150470.00000000003,2.1449750534568786,0.4338125,25.744887269352976,1.202020202020202,11.512925464970229
E239,E,137,0.17518248175182483,80000,50000,131200,2.624,0.625,27.879634601288846,1.33125,11.289781913656018
E241,E,249,0.040160642570281124,152000,110000,186320,1.693818181818182,0.2631578947368421,19.586466405333656,0.9575757575757576,11.931635799828413
E242,E,171,0.023391812865497075,142000,105000,180000,1.7142857142857142,0.2746478873239437,15.834442609964002,0.9801418439716312,11.863582336583399
E243,E,201,0.029850746268656716,140000,106000,176000,1.6603773584905661,0.2642857142857143,17.375182400320895,0.9837037037037036,11.84939770159144
E244,E,184,0.010869565217391304,138500,107000,172700.00000000003,1.6140186915887853,0.23916967509025272,15.37008597575439,1,11.83862560460953
E245,E,71,0.09859154929577464,100000,55000,160000,2.909090909090909,0.705325,28.775788800565696,1.1167964404894326,11.512925464970229
E246,E,53,0.018867924528301886,110000,71800,144000,2.0055710306406684,0.3090909090909091,20.096910073766427,1.086666666666667,11.608235644774552
E251,E,138,0.028985507246376812,136889.5,92050,185000,2.0097772949483974,0.35630928595692146,19.359022726734285,1.0030117753623187,11.826929310015132
E252,E,189,0.031746031746031744,149000,107600,180000,1.6728624535315986,0.26241610738255033,18.391963936011077,1.002980879879614,11.911701584927597
E253,E,138,0.007246376811594203,143000,110350,173826.4,1.575227911191663,0.2699300699300699,17.239081055533376,0.9826686476905432,11.870599909242044
E254,E,39,0.05128205128205128,137000,78000.00000000001,218320.00000000012,2.79897435897436,0.583941605839416,17.382046347552855,0.967213301642424,11.827736204810263
E311,E,69,0.11594202898550725,140000,76800,188000,2.4479166666666665,0.39285714285714285,26.81831772741988,0.9907117181883538,11.84939770159144
E312,E,29,0.034482758620689655,155000,101400,198000,1.952662721893491,0.2967741935483871,22.04171670397099,0.9870967741935484,11.951180395901384
E313,E,72,0.05555555555555555,154000,80050,218150.00000000003,2.725171767645222,0.3778409090909091,22.509026219102928,1.0147779519331244,11.944707881395766
E314,E,105,0.05714285714285714,137000,85220,199140,2.3367754048345457,0.354014598540146,24.533420128334487,0.9996829422954978,11.827736204810263
E315,E,66,0.16666666666666666,126450,55750,184000,3.3004484304932737,0.5810377421905892,33.457038472958,1.0406451612903225,11.747602252098112
E321,E,94,0.07446808510638298,107250,61057.5,141400,2.3158498137002006,0.4114219114219114,27.73450608867182,1.093,11.582917836790264
E322,E,53,0.09433962264150944,113000,65000,166920.00000000006,2.568000000000001,0.3504424778761062,30.046941027607442,1.0380488877762677,11.635143097694478
E323,E,269,0.13011152416356878,70000,43000,119040.00000000001,2.768372093023256,0.6357142857142857,31.054830908047595,1.2268855209839518,11.156250521031495
E324,E,194,0.08247422680412371,105000,55430,139900,2.5239040230921885,0.48333333333333334,29.838565612180357,1.00524531835206,11.56171562913966
E331,E,216,0.18518518518518517,64000,34500,105000,3.0434782608695654,0.630078125,37.19241179130007,1.1811962912709182,11.06663836234181
E332,E,110,0.17272727272727273,70000,42700,119900,2.8079625292740045,0.6428571428571429,35.22383465906197,1.214253048780488,11.156250521031495
E333,E,35,0.11428571428571428,93000,47000,146000.00000000003,3.106382978723405,0.6639784946236559,37.989593166464914,1.1166666666666667,11.440354772135393
E341,E,135,0.1037037037037037,88000,48800,122000,2.5,0.47670454545454544,26.400874290398868,1.1004843396835646,11.385092093460344
E342,E,89,0.30337078651685395,80000,27667.4,120000,4.337234434749922,0.76875,40.190465732195264,1.0170814479638008,11.289781913656018
E411,E,60,0.15,129950,67950,160500,2.3620309050772628,0.3805309734513274,31.44578203717655,1.0337219186399516,11.774905040069637
E412,E,128,0.0703125,105500,71400,175600,2.4593837535014007,0.47559241706161137,20.283997483499817,1.11588,11.566466231898259
E413,E,225,0.035555555555555556,100000,66190,135000,2.0395830185828676,0.4,24.55831220641374,1.1361361361361362,11.512925464970229
E421,E,50,0.16,89950,44900,137200,3.0556792873051224,0.679544191217343,30.666290142030757,1.2083333333333333,11.407009239378679
E422,E,218,0.11467889908256881,95000,51850,129930,2.5058823529411764,0.4776315789473684,28.040647359459154,1.1294117647058823,11.461632170582678
E423,E,116,0.09482758620689655,92500,55000,127000,2.309090909090909,0.45497027027027026,27.582463748229515,1.1925534054986109,11.434963923500517
E431,E,56,0.19642857142857142,110375,60500,230000,3.8016528925619837,0.5879343148357871,32.67351069269843,1.221666666666667,11.61163893790626
E432,E,216,0.23148148148148148,70000,35000,119900,3.4257142857142857,0.5717857142857142,31.471836006022603,1.2762589928057555,11.156250521031495
E433,E,271,0.2066420664206642,72500,40000,129900,3.2475,0.626551724137931,32.746521252242204,1.2718458417849898,11.191341840842766
E434,E,102,0.3235294117647059,70000,30000,121790.00000000001,4.059666666666667,0.842825,44.92019647849495,1.1439655172413794,11.156250521031495
E435,E,176,0.3465909090909091,48550,25000,95000,3.8,0.8135942327497425,41.40365524892717,1.2865806451612904,10.790349473719472
E511,E,88,0.022727272727272728,89950,63000,120599.99999999999,1.9142857142857141,0.3668704836020011,19.89488822549259,1.0942293999882236,11.407009239378679
E512,E,299,0.24414715719063546,74100,36200,131200,3.6243093922651934,0.8191632928475033,37.10976932840399,1.2194285714285715,11.213170811284177
E513,E,79,0.5189873417721519,50000,19980,117000.00000000003,5.855855855855857,1.42,37.11502338228386,1.46,10.819778284410283
E514,E,132,0.16666666666666666,85000,45000,134800,2.9955555555555557,0.6823529411764706,30.207301663146012,1.1881881881881882,11.350406535472453
E521,E,334,0.0748502994011976,105000,65680,139630,2.125913520097442,0.40595238095238095,24.9020902727128,1.0733897202342226,11.56171562913966
E531,E,105,0.24761904761904763,72000,32620,110000,3.3721643163703248,0.6970555555555555,33.90587113854119,1.170629370629371,11.184421397998193
E532,E,160,0.15625,84500,44500,140042.6,3.1470247191011236,0.7159763313609467,34.545493928880404,1.1192642642642643,11.344506813345266
E533,E,48,0.3125,42700,21500,93000.00000000004,4.32558139534884,0.9016393442622951,35.757022314024404,1.2794642857142857,10.661954199216716
E534,E,185,0.3567567567567568,40000,18000,95599.99999999997,5.311111111111109,0.9425,31.674180862652086,1.3395833333333331,10.596634733096073
E535,E,234,0.452991452991453,38000,18300,80000,4.371584699453552,0.9388157894736842,37.700973461481496,1.3929999999999998,10.545341438708522
E611,E,64,0.078125,155950,109300,199396.50000000003,1.8243046660567248,0.34786790638025006,22.91639591078102,1.0050769230769232,11.95729072203595
E612,E,59,0.0847457627118644,150000,85880.2,206799.80000000002,2.408003241725101,0.494,25.490657067988312,1.0605,11.918390573078392
E613,E,30,0.13333333333333333,137500,66330,208100,3.1373435851047793,0.5416363636363636,26.191168110244167,1.0542857142857145,11.831379196088763
E621,E,72,0.5277777777777778,34050,9100.000000000002,80880.00000000003,8.88791208791209,1.1593759177679883,43.99553993893026,1.1466937216519457,10.435585311577658
E622,E,82,0.25609756097560976,95000,42750,158900,3.7169590643274852,0.6868421052631579,39.812015878748774,1.0559670781893005,11.461632170582678
E623,E,50,0.32,89950,31550,176450,5.5927099841521395,1.0007087270705948,52.1403422567363,1.0601250880902042,11.407009239378679
E632,E,43,0.46511627906976744,38000,12580,82320,6.543720190779014,0.7894736842105263,24.610893312585016,1.51,10.545341438708522
E633,E,52,0.5,29706,12650,59900,4.735177865612648,0.9930653739985188,27.96085804814576,1.3307954545454546,10.299104324589479
E711,E,62,0.41935483870967744,42400,12750,158850,12.458823529411765,1.474056603773585,36.603655074780946,1.32,10.654903641220049
E712,E,66,0.6060606060606061,30375,11096,83000,7.480173035328046,1.0576131687242798,32.420593408992985,1.524074074074074,10.32137518064285
E713,E,93,0.4838709677419355,30000,13961.2,102399.99999999996,7.334613070509695,1.2,37.90300815232819,1.3149854869806563,10.308952660644293
E714,E,25,0.4,38000,18760,81000.00000000006,4.317697228144993,0.7131578947368421,39.39419681783579,1.4126190476190477,10.545341438708522
E721,E,41,0.5853658536585366,29999,8000,90000,11.25,1.263375445848195,32.81987419793919,1.2467889908256882,10.308919326755392
E722,E,43,0.5116279069767442,29000,10400,98000.00000000004,9.423076923076927,1.3103448275862069,40.459310825144726,1.4693834900731453,10.275051108968611
E723,E,32,0.59375,48250,6020.9249999999965,94500.00000000001,15.695262771085849,1.1181347150259067,49.83207603058965,1,10.784151106767132
E724,E,30,0.4,23231.5,5800,46000,7.931034482758621,0.6984051826184275,29.550311075815284,1.3688888888888888,10.053264395354352
F111,F,91,0.15384615384615385,89900,35000,129000,3.6857142857142855,0.5150166852057843,36.31919175008322,0.9579464285714285,11.406453220459712
F112,F,203,0.08374384236453201,95000,57200.000000000015,129000,2.2552447552447545,0.43157894736842106,27.27315752528939,0.9973001883960788,11.461632170582678
F113,F,217,0.09216589861751152,75000,42200,117200,2.7772511848341233,0.52,31.027503855470353,1.0707692307692307,11.225243392518447
F114,F,114,0.21929824561403508,70000,32200.000000000004,109970,3.4152173913043473,0.6507142857142857,42.84435422929815,1.0616052631578947,11.156250521031495
F115,F,41,0.3902439024390244,38000,16500,220000,13.333333333333334,1.3157894736842106,41.9445010945751,1.1366666666666667,10.545341438708522
F116,F,95,0.25263157894736843,68000,25240,101200.00000000003,4.009508716323298,0.6977941176470588,35.23061684695556,1.0642857142857145,11.127262984158243
F121,F,348,0.5603448275862069,20000,5839.4,55000,9.41877590163373,1.10625,38.27255060052593,1.4367948717948718,9.903487552536127
F122,F,240,0.6166666666666667,14875,4950.000000000001,44609.99999999999,9.012121212121208,1.0453781512605043,35.88273693162469,1.55,9.607437230413831
F211,F,54,0.5925925925925926,29007,10600.000000000002,119000.00000000006,11.226415094339627,1.6547729858310063,43.78026405937934,1.444310776942356,10.275292459151657
F212,F,542,0.5295202952029521,29900,10000,80900.00000000003,8.090000000000003,1.0827759197324414,37.20122861117884,1.431578947368421,10.305613759378778
F221,F,83,0.4939759036144578,46500,13000.000000000004,337399.99999999994,25.953846153846143,2.6021505376344085,56.970302797942594,1,10.747207591575448
F222,F,497,0.13883299798792756,119000,50600,199820,3.94901185770751,0.6512605042016807,36.34504006363059,0.9116666666666666,11.686878772093667
F311,F,103,0.17475728155339806,114900,50379.8,183040,3.6332021961182854,0.6505657093124456,35.11955595531899,1.0726086956521739,11.651817463836847
F312,F,194,0.13402061855670103,130000,60000,197210,3.2868333333333335,0.5567307692307693,34.59696181624557,0.9354675360710323,11.77528972943772
F313,F,84,0.05952380952380952,123500,65600,195000,2.972560975609756,0.5284412955465587,26.833327146116535,1.0437271062271063,11.72399643505017
F411,F,63,0.5238095238095238,25000,9200,108400.0000000001,11.782608695652184,1.67,39.45214455938152,1.1255714285714287,10.126631103850338
F412,F,85,0.43529411764705883,29900,9400,79960,8.506382978723405,1.5351170568561874,38.19599511577663,1.442687648712957,10.305613759378778
F413,F,125,0.584,20500,7000,50000,7.142857142857143,1.048780487804878,35.86942583539115,1.5509562841530053,9.9281801651265
F414,F,38,0.5263157894736842,16000,5000,50000,10,1.17578125,39.377050234255144,1.3784905660377358,9.680344001221918
F421,F,360,0.2861111111111111,51750,19000,122050,6.423684210526316,1.0048309178743962,40.64039582052009,1.1695906432748535,10.854179711127616
F422,F,95,0.42105263157894735,24625,5200,61200.000000000015,11.769230769230772,1.0964467005076142,34.25348967519173,1.3778404512489928,10.11151746604029
F423,F,69,0.4782608695652174,14000,3875.464,36400.00000000001,9.392423720101647,1.5,42.06132369247079,1.093142416265771,9.546812608597396
F424,F,64,0.484375,22750,5000,60000,12,1.4667472527472527,42.878975742092756,1.235,10.032320424379096
F511,F,257,0.17509727626459143,115000,56200,194620,3.4629893238434164,0.6434782608695652,36.15057510973393,0.891875,11.652687407345388
F512,F,419,0.14558472553699284,118500,54400.000000000015,209000,3.8419117647058814,0.6687763713080169,37.44522953446309,0.8979160839160839,11.682668239557323
F513,F,53,0.20754716981132076,160000,52000,294000,5.653846153846154,1.09375,37.69563427218439,1.045576470588235,11.982929094215963
F611,F,421,0.6270783847980997,115000,19500,370000,18.974358974358974,1.9130434782608696,94.63961786981918,0.4074074074074074,11.652687407345388
F612,F,786,0.43384223918575066,199000,60000,374950,6.2491666666666665,0.8542713567839196,56.05412776521613,0.5815,12.201060103706629
F613,F,127,0.2677165354330709,145000,50000,297200,5.944,0.8620689655172413,46.117251914960434,0.6475,11.884489021402711
F614,F,199,0.25125628140703515,159000,50000,287220,5.7444,0.7562893081761006,44.63348719986083,0.7339622641509433,11.976659481202368
F621,F,153,0.45098039215686275,300000,87205,496180,5.689811364027292,0.85,49.986690618218475,0.5779166666666666,12.611537753638338
F622,F,632,0.2879746835443038,255000,108874.99999999999,449539.6999999999,4.128952468427095,0.7735294117647059,42.935930033095616,0.660203120347764,12.449018824140563
F623,F,382,0.36649214659685864,218500,80000,410000,5.125,0.7665903890160183,47.82734199801106,0.5992668173161368,12.294541293517781
F624,F,193,0.35751295336787564,270000,95000,445600.00000000006,4.690526315789474,0.7592592592592593,50.29910372366477,0.6421212121212121,12.506177237980511
F631,F,105,0.6285714285714286,45000,5000,175540,35.108,2.588888888888889,75.92980587670701,0.45,10.714417768752456
F632,F,399,0.5839598997493735,195850,32700,410000,12.53822629969419,1.3020168496298188,77.8615723921076,0.4171038985980411,12.185104339093977
F711,F,100,0.25,50500,23584,120800.00000000007,5.122116689280872,1.1163366336633664,37.5272364761303,1.0855555555555556,10.829728615263452
F712,F,69,0.2753623188405797,84900,38800.00000000001,153000.00000000006,3.9432989690721656,0.9422850412249706,41.08153329764673,1.1413793103448275,11.349229372299439
F811,F,43,0.11627906976744186,110500,45400,159980,3.5237885462555067,0.5475113122171946,31.450374397719926,1.085972850678733,11.612770799939945
FXi2,F,32,0.34375,73700,25399.999999999996,209375.00000000012,8.243110236220478,1.0549525101763908,36.33707354689851,1.2002534886698246,11.207758078177427
G111,G,116,0.14655172413793102,67250,34250,113450,3.3124087591240876,0.6029739776951673,29.143466710726507,1.216923076923077,11.116172297464086
G112,G,441,0.40816326530612246,48000,15000,99000,6.6,0.96875,39.55101904863656,1.2156007751937985,10.778956289890028
G121,G,43,0.5116279069767442,32000,10000,78600.00000000003,7.860000000000003,1.084375,43.75945846742255,1.283062645011601,10.373491181781864
G122,G,46,0.391304347826087,45450,14037.5,177500,12.644701691896705,1.2700770077007701,43.11247390398304,1.1690322000359776,10.724368099605625
G123,G,31,0.3870967741935484,30000,10000,66000,6.6,0.75,28.202523642600855,1.6,10.308952660644293
G211,G,222,0.545045045045045,26000,9520.104000000001,70000,7.352860851099945,1.2956730769230769,38.80482161188764,1.3861486486486485,10.165851817003619
G212,G,98,0.6224489795918368,24350,5000,86499.99999999999,17.299999999999997,1.2364373716632444,39.63233473263097,1.3339285714285714,10.100287128510736
G213,G,279,0.6057347670250897,23000,5000,115000,23,1.7391304347826086,48.89004867197762,1.2714285714285714,10.043249494911286
G214,G,187,0.6042780748663101,20000,5000,63160.000000000015,12.632000000000003,1.4,39.918224431607186,1.2933333333333332,9.903487552536127
G221,G,90,0.5666666666666667,25000,5975.6,108500.00000000029,18.15717250150617,1.23707,37.684334323141634,1.58,10.126631103850338
G311,G,422,0.5947867298578199,18000,5000,59900,11.98,1.3888888888888888,44.63618292691748,1.2134831460674158,9.798127036878302
G312,G,230,0.7086956521739131,14044,4000,39099.99999999999,9.774999999999999,1.2428973227000855,35.53945666857814,1.5666666666666667,9.549950537288323
G313,G,188,0.7127659574468085,10250,3000,35000,11.666666666666666,1.3585365853658538,48.455894933035104,1.2428571428571429,9.235032984566555
G314,G,148,0.75,8000,2452.6000000000004,39800.000000000065,16.22767675120283,2.125,33.84906627871627,1.441551724137931,8.987196820661973
G321,G,182,0.6978021978021978,10750,2103.3590000000004,70000,33.28010101936949,1.8604651162790697,41.89501220123133,1.3325872563660175,9.28266103355581
G322,G,115,0.6521739130434783,6796.36,2000,34600.00000000001,17.300000000000004,1.9949649518271546,45.81830693238292,1,8.824142453725507
G323,G,49,0.6122448979591837,20000,4800.000000000001,84160.00000000006,17.533333333333342,1.6,54.30988745879959,1.0902255639097744,9.903487552536127
G324,G,180,0.6444444444444445,10000,2500,50489.99999999997,20.195999999999987,2,50.58003236481527,1.1229361702127658,9.210340371976184
G331,G,95,0.6,10000,2000,127200.00000000009,63.600000000000044,3.75,47.82322338371307,1.0052631578947366,9.210340371976184
G332,G,122,0.6229508196721312,15000,3730,134800,36.13941018766756,3.5166666666666666,51.210697555426904,0.8666666666666667,9.615805480084347
G333,G,135,0.4962962962962963,45000,3012.032,200000,66.40035696831906,2.25,57.76823623764353,0.6439285714285714,10.714417768752456
G334,G,54,0.46296296296296297,21850,4252.9,90500.00000000006,21.279597451150995,2.494279176201373,51.86576489208471,1,9.991956200523736
G341,G,126,0.7380952380952381,13000,2800,54500,19.464285714285715,1.7346153846153847,53.379604884520226,1.2352941176470589,9.472704636443673
G342,G,122,0.6885245901639344,20000,3000,305400.00000000006,101.80000000000003,2.01875,55.35285581971761,1.1151740812379112,9.903487552536127
G344,G,75,0.76,11037.78,3000,64022.000000000015,21.34066666666667,1.902556492338133,63.08932650055245,1.0243154089741662,9.309079212653872
G411,G,227,0.4977973568281938,124900,21900.000000000004,425000,19.406392694063925,1.411128903122498,66.28927339232715,0.5534177215189874,11.73526869611367
G412,G,189,0.5767195767195767,47000,6928.6,319000.00000000035,46.04104725341344,2.6595744680851063,85.57113420929468,0.5316125130344109,10.757902880692196
G413,G,182,0.510989010989011,210000,50000,428060,8.5612,1.3452380952380953,74.67860751875905,0.5242626262626262,12.254862809699606
G414,G,188,0.5531914893617021,300000,83500,507900,6.082634730538922,0.8875,71.00571114492314,0.4820997442455243,12.611537753638338
G421,G,194,0.5927835051546392,50500,11150,236950.00000000012,21.251121076233193,2.272277227722772,87.4337615609961,0.48738461538461536,10.829728615263452
G422,G,80,0.6375,127500,10000,415000,41.5,2.233921568627451,73.36887502700264,0.4162903677669112,11.755871643580617
G513,G,119,0.08403361344537816,170000,101400,230000,2.2682445759368837,0.3264705882352941,30.13262460445753,0.6850852272727272,12.043553716032399
G522,G,70,0.6571428571428571,229900,44000,566000,12.863636363636363,1.1874728142670727,154.73925727094698,0.28714285714285714,12.345399710751273
H111,H,293,0.6075085324232082,130000,25000,508000.0000000001,20.320000000000004,2.1153846153846154,81.49617330577489,0.4263768115942029,11.77528972943772
H112,H,150,0.26666666666666666,247500,80000,545500,6.81875,1.1666666666666667,41.60561324667611,0.785614849187935,12.419165860990882
H113,H,81,0.4691358024691358,95000,18500,235000,12.702702702702704,1.431578947368421,64.36591288939763,0.6628571428571428,11.461632170582678
H114,H,775,0.5819354838709677,56000,10000,249540,24.954,1.7446428571428572,82.6048077056943,0.4866666666666667,10.933106969717286
H115,H,42,0.5476190476190477,315000,93500.00000000003,731749.9999999999,7.826203208556146,1.0015873015873016,62.15621802866974,0.4969709420394779,12.66032791780777
H121,H,127,0.3937007874015748,274900,52200.000000000015,410400,7.862068965517239,0.48744998181156785,39.42614269180443,0.5956730769230769,12.524162674153336
H122,H,135,0.45185185185185184,225000,65000,437760.0000000001,6.734769230769232,0.9677777777777777,51.167440521039495,0.5437209302325582,12.323855681186558
H141,H,72,0.3611111111111111,250000,99900.00000000006,491657.2,4.92149349349349,0.67,50.557026310497065,0.675,12.429216196844383
H211,H,400,0.3525,159250,35000,455490.0000000001,13.014000000000003,1.7425431711145998,47.40445735980338,0.8427527891955373,11.97823057343441
H212,H,122,0.5245901639344263,16400,5000,78600.00000000003,15.720000000000006,1.6522865853658537,54.02704656337962,1,9.70503661381229
H213,H,38,0.39473684210526316,80000,18500,237000.00000000017,12.81081081081082,1.4496875,65.67593899144843,0.8161764705882353,11.289781913656018
H222,H,249,0.5381526104417671,30000,5000,85400.00000000003,17.080000000000005,1.2833333333333334,73.46638002212934,0.606,10.308952660644293
H223,H,43,0.5348837209302325,50000,11400,214000.00000000012,18.771929824561415,1.59,85.47948152742332,0.6492592592592592,10.819778284410283
H311,H,265,0.4528301886792453,15000,3205.6000000000004,44000,13.725979535812327,1.2250666666666667,45.87014247848362,1.0245215311004785,9.615805480084347
H312,H,30,0.6,10250,3910.0000000000005,26940.000000000007,6.890025575447571,1.4317073170731707,43.772459401991014,1.1203007518796992,9.235032984566555
H313,H,221,0.5339366515837104,12219.5,1500,40000,26.666666666666668,1.440320798723352,46.051433991072955,1.2193749999999999,9.410788315358204
H314,H,274,0.45985401459854014,15000,2602.3,97100.00000000006,37.313146063098046,2.4825333333333335,48.97164570319781,0.9660377358490566,9.615805480084347
H321,H,78,0.34615384615384615,13000,3350,31299.999999999996,9.343283582089551,0.9168076923076923,33.82336889073939,1.245,9.472704636443673
H322,H,169,0.5207100591715976,13000,2112.5119999999997,70400.00000000003,33.32525448376153,1.603846153846154,47.55886916270961,1.2087121212121212,9.472704636443673
H323,H,88,0.375,25000,6700.000000000001,108530,16.198507462686564,1.962,51.95521817845553,0.9,10.126631103850338
H324,H,115,0.5217391304347826,16830,3700,75000,20.27027027027027,1.3380867498514557,52.724201451793604,1.0294117647058822,9.730918287184851
H325,H,83,0.5060240963855421,20000,4000,58999.999999999985,14.749999999999996,1.49,52.88586813189128,1,9.903487552536127
H411,H,216,0.5740740740740741,25875,6750,86750,12.851851851851851,1.3623188405797102,46.21003948602219,1.2805833333333334,10.16103253056767
