GMA,zone,n,pct_excl,median_sp,p10,p90,p90p10,p_iqr,cod,median_ratio,log_median_sp
H412,H,119,0.47058823529411764,25000,6400,60000,9.375,1.158,35.76835760017058,1.312,10.126631103850338
H511,H,176,0.5,20300,4400,63500,14.431818181818182,1.1342364532019704,39.973786442992974,1.2655601659751037,9.918376165029878
H512,H,64,0.390625,55000,12013.400000000001,162000.00000000003,13.484941814973281,1.2522727272727272,44.78139045690154,0.9957100069320008,10.915088464214607
H513,H,141,0.48936170212765956,18000,2000,60000,30,1.1666666666666667,34.47275695405794,1.3421052631578947,9.798127036878302
H521,H,182,0.43956043956043955,35000,8000,140000,17.5,1.7164285714285714,49.90334785475004,1,10.46310334047155
H522,H,109,0.5963302752293578,20000,3000,114920,38.306666666666665,1.7,46.592435641040616,1.1130434782608696,9.903487552536127
H523,H,69,0.5652173913043478,15000,3972.998,57000.00000000003,14.346848400125051,1.2666666666666666,34.85446595804715,1.4477355864811132,9.615805480084347
H524,H,261,0.5593869731800766,16000,2200,60000,27.272727272727273,1.59375,47.33036673941895,1.2363636363636363,9.680344001221918
H525,H,108,0.6388888888888888,22000,2350.0000000000005,116089.49999999997,49.399787234042535,1.3755963636363635,53.02220109406456,1.1830708661417322,9.998797732340453
J111,J,137,0.043795620437956206,206000,144400,313170,2.1687673130193907,0.41262135922330095,20.638275258280846,0.8386497326203208,12.235631447771718
J112,J,105,0.05714285714285714,175000,130000,258600,1.9892307692307691,0.4565714285714286,25.32505036091878,0.8388571428571429,12.072541252905651
J113,J,83,0.1566265060240964,135000,68920,185800,2.6958792803250144,0.5740740740740741,35.384152819278306,0.9053435114503816,11.813030057420567
J121,J,24,0.041666666666666664,280000,263600,344700,1.3076631259484066,0.14285714285714285,14.984246955471596,0.9033928571428571,12.542544882151386
J211,J,967,0.23474663908996898,149900,40000,278759.99999999994,6.9689999999999985,0.8272181454302868,43.54971886549134,0.7714285714285715,11.917723684090689
J213,J,214,0.04205607476635514,167750,100000,245700,2.457,0.46497764530551416,27.028489711929993,0.8987654320987655,12.030230054833929
J214,J,338,0.14201183431952663,283750,151350,410600,2.712917079616782,0.4431718061674009,32.05627333914406,0.6907349434689237,12.55584884777775
J221,J,337,0.17507418397626112,125000,50000,200000,4,0.616,39.82103549162125,0.8615384615384616,11.736069016284437
J222,J,257,0.16342412451361868,85000,40000,158800,3.97,0.7552941176470588,33.612485626486674,0.9070588235294118,11.350406535472453
J223,J,233,0.05150214592274678,150000,80600.00000000001,215000,2.667493796526054,0.40066666666666667,32.47670058114316,0.8140845070422535,11.918390573078392
J224,J,181,0.4530386740331492,115000,10000,329000,32.9,1.6147826086956523,67.45272532427245,0.6792792792792792,11.652687407345388
J225,J,533,0.150093808630394,160000,80000,240000,3,0.60625,37.35218548947488,0.9061818181818182,11.982929094215963
J311,J,467,0.3147751605995717,222000,80900,499892,6.179134734239803,0.9031531531531531,48.07292876867853,0.7073469387755102,12.310432660854417
J312,J,312,0.20833333333333334,233000,110000,489110.0000000003,4.446454545454548,0.848175965665236,39.16398914001759,0.8136666666666666,12.358793732547838
J321,J,466,0.2296137339055794,212000,82000,365000,4.451219512195122,0.6875,44.608631974419296,0.7844633204633205,12.26434155365415
J322,J,161,0.12422360248447205,265000,145000,393000,2.7103448275862068,0.47924528301886793,29.99414200934397,0.7655577299412916,12.487485104968359
J323,J,204,0.16176470588235295,305000,194300,532070.0000000002,2.738394235717963,0.4098360655737705,30.455142914031878,0.7045104237867396,12.628067055589549
J411,J,93,0.3225806451612903,315000,142000,597920,4.210704225352113,0.8539682539682539,41.81659951821254,0.7201739130434782,12.66032791780777
J412,J,225,0.1288888888888889,272000,140800,439200,3.1193181818181817,0.5555992647058824,33.04104301294021,0.77,12.513557345278134
J421,J,150,0.20666666666666667,500000,273500,944999.9999999995,3.4552102376599616,0.61625,29.26373961191749,0.7400317763278459,13.122363377404328
J422,J,126,0.14285714285714285,409500,263500,712500,2.7039848197343455,0.6615995115995116,30.124211524808732,0.7586991869918699,12.922692182275261
J423,J,166,0.15060240963855423,340000,200000,570750,2.85375,0.4970588235294118,30.14288976022075,0.7165782320675793,12.736700896592344
J424,J,64,0.203125,358000,253000,548000.0000000001,2.1660079051383403,0.401536312849162,32.49975290944711,0.8248,12.788288265382837
J431,J,133,0.15789473684210525,447000,268000,969399.9999999998,3.617164179104477,0.6263982102908278,31.32930084954722,0.7569925671812464,13.010313873595706
J432,J,78,0.3717948717948718,332500,151350,566500,3.7429798480343575,0.6578947368421053,47.19346312489505,0.6461461538461538,12.714395139078047
J433,J,156,0.23076923076923078,306250,159950,500000,3.1259768677711786,0.5722448979591837,36.41735077998418,0.7279786324786325,12.632157040841074
J434,J,53,0.18867924528301888,339500,153200,418920,2.7344647519582246,0.3923416789396171,30.894014867879154,0.8019090043290042,12.735229225980888
J511,J,171,0.13450292397660818,582500,333940.32,925000,2.7699560208842104,0.4957081545064378,27.86931845821045,0.7487351576994434,13.275084464421992
J512,J,181,0.19889502762430938,450000,260250,857500,3.2949087415946208,0.5777777777777777,28.573609956251932,0.7525,13.017002861746503
J513,J,83,0.3132530120481928,328750,123300,524000,4.249797242497973,0.5726235741444867,41.963090845898094,0.7513036099525385,12.703052862474111
K111,K,110,0.07272727272727272,309500,213800,403000.00000000023,1.8849391955098234,0.3154281098546042,20.410170627893272,0.9017020631067961,12.642713371106789
K112,K,108,0.046296296296296294,196900,122000,297600,2.439344262295082,0.45327577450482476,28.574034024242973,0.8082901554404145,12.190451264627217
K113,K,71,0.07042253521126761,210000,150000,275000,1.8333333333333333,0.3726190476190476,27.314690183104016,0.889090909090909,12.254862809699606
K114,K,176,0.03409090909090909,188950,120000,265000,2.2083333333333335,0.43530034400635087,28.22247444452964,0.8728865979381444,12.149237708777635
K115,K,60,0.05,295200,220000,361000,1.6409090909090909,0.24322493224932248,17.89585065562025,0.9072784961685825,12.595408371708455
K116,K,350,0.045714285714285714,197500,117500,285500.0000000001,2.4297872340425544,0.43886075949367087,28.113274583183816,0.7964980392156863,12.193493863323313
K117,K,218,0.0779816513761468,180000,100000,295900.00000000006,2.9590000000000005,0.5425,32.72239718585486,0.8447534013605442,12.100712129872347
K121,K,112,0.5089285714285714,434116.5,387973.282,511675.1600000001,1.318841228865858,0.11406557917056827,147.19846472756518,0.3022795459907454,12.981068210240526
K211,K,438,0.3219178082191781,71000,26336.801000000003,170000,6.454846205505368,0.903169014084507,53.4566782605881,0.8666666666666667,11.170435156023453
K212,K,289,0.17647058823529413,91800,47000,183219.99999999997,3.898297872340425,0.7211328976034859,34.73517371529861,0.9163654288531056,11.427367576608582
K213,K,55,0.32727272727272727,41000,17900,125600.00000000003,7.016759776536315,0.9085365853658537,46.040734495963235,1.153333333333333,10.621327345686446
K214,K,123,0.08130081300813008,120000,80000,164480,2.056,0.3333333333333333,27.177894999930786,0.9866532721010333,11.695247021764184
K216,K,30,0.06666666666666667,142500,64700,178050,2.7519319938176197,0.2771929824561403,19.84875803315745,0.7965441176470588,11.867097278690842
K311,K,1059,0.4627006610009443,140000,45000,330000,7.333333333333333,1.0805803571428572,58.62529602739965,0.5762962962962963,11.84939770159144
K312,K,538,0.5278810408921933,90000,26876.391000000003,263600,9.807864456206191,1.4444444444444444,76.45975923345812,0.5383044714396485,11.407564949312402
K313,K,545,0.47155963302752296,232500,80000,420000,5.25,0.9075268817204301,56.47685067427942,0.5649178838493256,12.356645504009547
K314,K,279,0.5125448028673835,210000,67400,400000,5.9347181008902075,1.0595238095238095,68.95510779944192,0.5024242424242424,12.254862809699606
K315,K,656,0.6234756097560976,180475,40276.89,390000,9.68297204674939,1.4101676132428314,97.09504298081488,0.3355048859934853,12.103347543007361
K316,K,476,0.49159663865546216,132250,41500,399500,9.626506024096386,1.550094517958412,71.04367210740148,0.6012830349531118,11.792449349720545
K317,K,475,0.4905263157894737,69900,25000,245600,9.824,1.5379113018597996,69.830916018888,0.6888888888888889,11.154820928221902
K321,K,232,0.3017241379310345,55450,20000,124500.00000000003,6.225000000000001,0.7100991884580703,43.11076592103861,0.9984615384615384,10.923236992778513
K324,K,237,0.4050632911392405,43500,11040,112600.00000000003,10.199275362318843,1.264367816091954,49.10883350720492,0.9451813628775232,10.680516217076775
K326,K,236,0.5423728813559322,50000,14000,200500,14.321428571428571,1.265,77.12161801675728,0.61,10.819778284410283
K327,K,232,0.28879310344827586,45000,19775,88750.00000000001,4.487989886219975,0.6277777777777778,43.13825204855985,1.0464285714285717,10.714417768752456
K411,K,31,0.41935483870967744,840000,315000,1490000,4.73015873015873,0.75875,54.32852309205248,0.5926011560693641,13.641157170819497
K412,K,200,0.185,432000,279500,733250,2.6234347048300535,0.4765625,32.83932490707381,0.7154198319327731,12.976180867226248
K431,K,304,0.20394736842105263,465000,256570,743199.9999999999,2.8966753712437145,0.5811827956989247,35.13873905515841,0.7676510067114094,13.049792684569493
K432,K,324,0.1574074074074074,382000,225000,600000,2.6666666666666665,0.4744764397905759,29.599428406257474,0.7457575757575757,12.853175887588712
K441,K,365,0.273972602739726,398000,195100,600000,3.0753459764223474,0.5778894472361809,38.505993745207526,0.7458061749571183,12.894207284266574
K4C1,K,46,0.21739130434782608,550000,285000,897500,3.1491228070175437,0.6218181818181818,31.756359652692144,0.6618562691131498,13.217673557208654
L111,L,98,0.10204081632653061,127000,75750,159930,2.1112871287128714,0.42322834645669294,26.529768240909537,1.1136,11.751942365440728
L122,L,74,0.13513513513513514,90500,51500,132350,2.5699029126213593,0.5116022099447514,26.478533917840867,1.187,11.413105129688017
L123,L,41,0.024390243902439025,100000,72650,127000,1.748107364074329,0.26,22.05190433236818,1.0618556701030928,11.512925464970229
L131,L,302,0.3344370860927152,64750,34910,119990,3.4371240332283013,0.7810810810810811,35.648147409623135,1.3350357710651828,11.078288979561783
L132,L,165,0.296969696969697,75000,35440,131800,3.718961625282167,0.7333333333333333,37.195273788679685,1.201528822055138,11.225243392518447
L133,L,118,0.2627118644067797,70000,35840,129900,3.6244419642857144,0.7803571428571429,33.45912252606968,1.3361711711711712,11.156250521031495
L134,L,32,0.0625,129950,71989.99999999999,164990,2.291846089734686,0.34628703347441325,23.434436179576792,1.0284834488067744,11.774905040069637
L141,L,214,0.4532710280373832,38750,17337.6,82450.00000000006,4.75556016980436,0.9025806451612903,31.598962265658624,1.447,10.564886034781493
L142,L,63,0.47619047619047616,49900,15000,99000.00000000001,6.6000000000000005,1.1022044088176353,42.82218469010281,1.2355040452035442,10.81777628173961
L143,L,168,0.2857142857142857,67150,32491.999999999996,128597.00000000003,3.957804998153393,0.8581533879374534,37.38302025362085,1.2663983488132096,11.114684201951384
L144,L,55,0.45454545454545453,34300,10000,96000.00000000001,9.600000000000001,1.4052478134110786,39.9125085203457,1.2488986013986016,10.442900633154032
L145,L,157,0.29936305732484075,85000,35000,125000,3.5714285714285716,0.6941176470588235,37.36448594436535,1.124,11.350406535472453
L211,L,70,0.21428571428571427,203500,56550,380490,6.728381962864722,0.8195638820638821,35.14698530165989,0.9668795973674023,12.223421283864786
L212,L,33,0.18181818181818182,160000,71800,298000,4.1504178272980505,0.66875,34.8111798174349,0.9378657124268054,11.982929094215963
L221,L,49,0.20408163265306123,153000,78000.00000000001,261920.0000000001,3.3579487179487186,0.8333333333333334,40.40705215698078,1.044730345989888,11.938193200374572
L222,L,45,0.1111111111111111,225000,112300,335600,2.9884238646482637,0.5777777777777777,33.723417590226624,0.9230517220197388,12.323855681186558
L223,L,31,0.03225806451612903,150000,99900,205000,2.052052052052052,0.2753333333333333,20.75553512215924,0.9623890063424947,11.918390573078392
L311,L,143,0.2937062937062937,88000,33400,155000,4.640718562874252,1.021590909090909,45.233213340846326,0.9435294117647058,11.385092093460344
L312,L,71,0.4084507042253521,58000,27000,129900,4.811111111111111,0.9344827586206896,43.08755623985558,1.210350584307179,10.968198289528557
L411,L,273,0.5347985347985348,40000,15000,136200.00000000006,9.080000000000004,1.525,46.466713117734734,1.1711538461538462,10.596634733096073
L412,L,170,0.4764705882352941,44700,14500,130299.99999999999,8.986206896551723,1.180089485458613,41.92552098344544,1.3356473079249849,10.707728780601661
M111,M,201,0.18407960199004975,112500,53000,179900,3.3943396226415095,0.7564444444444445,44.31201921731909,1.0066507177033492,11.630708500626612
M112,M,100,0.2,107700,50000,160000,3.2,0.8066388115134633,45.82407595797957,0.9807407407407408,11.58710486314448
M121,M,113,0.18584070796460178,124000,63400,205000,3.2334384858044163,0.6693548387096774,39.65097310318959,0.9932835820895524,11.728036844587175
M122,M,282,0.20921985815602837,102500,45100,164990,3.6583148558758314,0.8280487804878048,47.15342607001243,0.9951559921735711,11.5376180775606
M123,M,237,0.4050632911392405,60000,24600,154660,6.286991869918699,1.2233333333333334,47.185463405500215,1.203921568627451,11.002099841204238
M124,M,204,0.15196078431372548,117450,50000,162000,3.24,0.6924223073648361,45.638702372297516,0.8946564885496183,11.67376799008706
M131,M,180,0.31666666666666665,93500,36350.00000000001,164090,4.5141678129298475,0.9995,45.45902204141821,1.0387027914614122,11.44571671527678
M132,M,226,0.35398230088495575,71500,25012.5,152500,6.096951524237881,1.222027972027972,45.448112111536915,1.062146105081483,11.177452728682098
M133,M,183,0.48633879781420764,52500,20000,128100.00000000006,6.405000000000003,1.0895238095238096,46.1174300915675,1.1685060690943045,10.868568448579715
M135,M,89,0.651685393258427,30000,14200.000000000002,80000,5.633802816901408,1,33.97376854917405,1.5940657410505186,10.308952660644293
M211,M,65,0.36923076923076925,72500,33800,140600,4.159763313609467,1.089655172413793,49.593928673984585,0.9869565217391304,11.191341840842766
M212,M,47,0.6595744680851063,35510.16,10600,128959.99999999999,12.166037735849056,1.5347720201767605,63.39708635523792,1.0225055555555556,10.477574131700004
M213,M,50,0.3,40000,15000,88200,5.88,0.6967625,28.493200065623864,1.327874149659864,10.596634733096073
M231,M,50,0.42,31450,6800.000000000001,118900,17.485294117647058,1.875993640699523,29.38036790821473,1.496875,10.356154262128587
M232,M,163,0.5705521472392638,21000,6000,64799.80000000002,10.79996666666667,1.3047619047619048,42.10859418153743,1.2374242424242425,9.95227771670556
M311,M,36,0.25,109450,25250,165500,6.554455445544554,0.8348560986751942,40.202947428234374,1.0784,11.60322310295101
M312,M,125,0.56,37000,20000,94500.00000000006,4.725000000000003,1.0405135135135135,39.83030442064492,1.430188679245283,10.51867319162636
M314,M,27,0.4074074074074074,48150,21234.703999999998,127500.00000000003,6.004321981601441,1.2782969885773625,33.75178987786741,1.18983848067085,10.782076417226271
M321,M,152,0.5263157894736842,33000,11000,91930,8.357272727272727,1.156598484848485,49.8067757617564,1.1953846153846155,10.404262840448617
M322,M,190,0.5052631578947369,40000,13000,180999.99999999994,13.923076923076918,1.329375,42.51008262029292,1.2847727272727272,10.596634733096073
M323,M,209,0.5023923444976076,40000,12800,130820.00000000006,10.220312500000004,1.075,38.364242812028635,1.3222222222222222,10.596634733096073
M331,M,375,0.4666666666666667,66500,22400,191200.00000000006,8.535714285714288,1.4924812030075187,49.172501259055906,1.123157894736842,11.104957226643945
M332,M,36,0.6944444444444444,31000,10000,132350,13.235,1.2741935483870968,43.82117561209018,1.5173076923076922,10.341742483467284
M3C1,M,21,0.42857142857142855,150000,50000,300000,6,0.9333333333333333,53.01221144234293,1.159333333333333,11.918390573078392
M411,M,135,0.28888888888888886,160000,33900,275015.8,8.112560471976401,0.9390625,47.453989263179906,0.9308988764044944,11.982929094215963
M412,M,127,0.2125984251968504,230000,81200,446600.0000000001,5.500000000000002,0.6098891304347827,37.69334023179822,0.8990111940298507,12.345834587905333
M421,M,163,0.3374233128834356,110000,27600,244400.00000000006,8.855072463768119,1.184090909090909,48.833215538453096,0.9370666666666668,11.608235644774552
M422,M,80,0.275,155750,59650.700000000004,309350.00000000006,5.186024640113193,0.9563402889245586,47.27919126318355,0.9818857142857144,11.9560074366497
M521,M,280,0.43214285714285716,55939.5,9870.000000000004,165000,16.71732522796352,1.6280982132482413,48.31533698057413,1.0996375,10.93202602856799
M522,M,126,0.3253968253968254,89000,25000,171000,6.84,1.0702247191011236,43.84006732482126,1.0242857142857142,11.396391648714276
M611,M,316,0.05379746835443038,136450,78675,180000,2.2878932316491896,0.43239281788200806,29.443839084911573,1.0139711191335739,11.823713526136485
M612,M,180,0.14444444444444443,123500,59890.00000000001,175399.99999999997,2.928702621472699,0.6097793522267206,39.6296941806087,0.988,11.72399643505017
M613,M,292,0.0958904109589041,147750,76385.00000000001,234900,3.075211101656084,0.5089813874788494,31.57622270836671,1.0084615384615383,11.903276935268345
M614,M,114,0.15789473684210525,126710,59930,174400,2.9100617386951444,0.6090679504380081,41.22256941111527,0.9628285507595853,11.749656289792954
M616,M,159,0.14465408805031446,135000,69600,199920,2.872413793103448,0.5555555555555556,37.21392830626925,0.9484615384615384,11.813030057420567
M621,M,144,0.04861111111111111,315750,189930,522000.0000000002,2.748380982467226,0.43737133808392714,21.361607155324155,0.7912605042016807,12.662706040212738
M622,M,108,0.05555555555555555,271250,154400,400000,2.5906735751295336,0.6142857142857143,24.980675821292962,0.9342098783484827,12.510796183836806
M623,M,271,0.15498154981549817,160000,70000,305000,4.357142857142857,0.75671875,37.85382966056501,0.9483568075117372,11.982929094215963
M624,M,138,0.12318840579710146,153250,64250.00000000001,250000,3.891050583657587,0.7137030995106036,29.64334443861307,1.0406672418751797,11.939825853798459
M625,M,53,0.18867924528301888,198500,100000,318200,3.182,0.327455919395466,31.57842138344841,1.0264864864864864,12.198544379109382
M631,M,180,0.14444444444444443,350000,107000,585500,5.47196261682243,0.5357142857142857,33.54946480603701,0.8775658303400222,12.765688433465597
M632,M,77,0.03896103896103896,259000,148800,339400,2.2809139784946235,0.2915057915057915,26.50153551438492,0.8076190476190476,12.464583340681674
M633,M,30,0.03333333333333333,692500,289700.00000000006,1120050,3.866240938902312,0.6766787003610109,19.81888549337498,1.0003414634146341,13.44806351704363
M635,M,42,0.11904761904761904,206250,75950.00000000001,284000,3.7393021724818953,0.4727272727272727,23.76654173028268,1.0415725806451614,12.236844304196927
M636,M,85,0.011764705882352941,293000,186000,466000.0000000001,2.505376344086022,0.42627986348122865,18.546189115178773,0.7746691176470588,12.587927887999204
M641,M,222,0.12162162162162163,254200,77567.50000000003,399990,5.156669997099299,0.6810582218725413,31.054761979278172,0.8821368825590596,12.445876637737491
M642,M,223,0.4304932735426009,79300,20000,199878,9.9939,1.2295081967213115,50.22081707639183,0.9978021978021978,11.280993407622939
M6C1,M,99,0.35353535353535354,74000,19911.4,285780,14.352581937985274,1.3101351351351351,51.13247177577745,1,11.211820372186306
M711,M,44,0.09090909090909091,625000,415000,1278500.0000000002,3.0807228915662654,0.67108,27.1098725344143,0.8509406657018813,13.345506928718539
M712,M,50,0.14,906750,509000,1840000,3.6149312377210214,0.8296112489660876,30.005170617353723,0.7739285714285714,13.71762205714515
M721,M,114,0.05263157894736842,369950,249300,587625,2.3570998796630565,0.4007298283551831,20.134971570927377,0.7553188756559175,12.821123140353697
M722,M,117,0.042735042735042736,375000,231200,616000,2.6643598615916955,0.49866666666666665,21.32564399866184,0.7333333333333333,12.834681304952548
M723,M,103,0.02912621359223301,479000,301400,1094999.9999999995,3.6330457863304564,0.6290187891440501,20.07195462213472,0.7879310344827586,13.079455876393052
M811,M,356,0.056179775280898875,210750,140000,326500,2.3321428571428573,0.3412811387900356,24.610881606028293,0.9940624034599939,12.258427875864102
M812,M,149,0.0738255033557047,200000,106960,335600.00000000006,3.1376215407629027,0.55,30.51193871970307,0.941410082184689,12.206072645530174
M821,M,69,0.07246376811594203,400000,301700,624300.0000000001,2.0692741133576402,0.4,18.74194259248456,0.8315254237288136,12.89921982609012
N111,N,254,0.051181102362204724,196750,121689.2,266750.00000000006,2.1920597719436077,0.35387547649301143,22.56751351943359,0.9468333333333332,12.18968916627965
N112,N,376,0.08244680851063829,222400,127500,379634.5,2.9775254901960784,0.43615107913669066,26.625054872669487,0.9014706987227649,12.312232841358565
N113,N,310,0.12258064516129032,208250,118800,330000,2.7777777777777777,0.3786314525810324,28.874818442936736,0.8966942148760331,12.24649456002909
N114,N,53,0.24528301886792453,316000,225920,412400,1.8254249291784703,0.38829113924050634,32.264128157583585,0.7584615384615384,12.66349749256905
N121,N,249,0.05622489959839357,219900,152000,315000,2.0723684210526314,0.2955889040472942,22.975718352197415,0.8942025716219265,12.300928176542852
N131,N,127,0.031496062992125984,225000,176000,264400,1.5022727272727272,0.1811111111111111,13.72944727586802,0.8844444444444445,12.323855681186558
N132,N,260,0.019230769230769232,230000,166000,279000,1.680722891566265,0.1956521739130435,15.112249803761694,0.9170833333333333,12.345834587905333
N141,N,65,0.07692307692307693,278100,196400,376800,1.9185336048879837,0.4494786048184106,17.686808114068263,0.8832432432432432,12.535736040222057
N142,N,85,0.07058823529411765,235000,175800,384000.0000000001,2.184300341296929,0.35319148936170214,20.641727049548923,0.9466655844155845,12.367340793126296
N211,N,494,0.1720647773279352,221000,130950,436400,3.332569683085147,0.5333710407239819,31.71263795226269,0.929126213592233,12.30591798049989
N311,N,404,0.13613861386138615,208700,120000,397589.99999999994,3.3132499999999996,0.5510301868711068,30.16015567586773,0.9297182727751448,12.248653093065291
N312,N,86,0.20930232558139536,261250,137500,436100,3.1716363636363636,0.4200956937799043,33.98683579670603,0.8973982421755715,12.473233082261158
N511,N,52,0.038461538461538464,257700,128020,386708.39999999997,3.020687392594907,0.5573341094295693,22.79816060087661,0.9062750416826985,12.459551396640457
N512,N,53,0.20754716981132076,280000,173239.2,395920.00000000006,2.2853949914338094,0.35714285714285715,35.93399022690886,0.7828623188405797,12.542544882151386
N531,N,43,0.023255813953488372,262000,180000,369000,2.05,0.5152671755725191,21.73172516595898,0.98375,12.476099782743233
P111,P,264,0.10227272727272728,800000,311500,1840000,5.906902086677367,0.96265625,23.98970452359058,0.8385964912280702,13.592367006650065
P112,P,387,0.08010335917312661,545000,245700,1520000.0000000019,6.186406186406194,0.8027522935779816,24.527595773527292,0.8132380952380953,13.208541073645382
P121,P,57,0.22807017543859648,335000,50000,2206272.4799999977,44.12544959999995,1.000623880597015,37.76511136310471,0.764,12.721885810807203
P122,P,72,0.125,335000,181000,1525200,8.426519337016575,1.5440298507462686,21.025583468347158,0.9077950558213717,12.721885810807203
P211,P,125,0.16,575000,219800,1897000.000000002,8.630573248407654,1.2434782608695651,28.51375108027998,0.8388975609756097,13.262125319779487
P221,P,599,0.3021702838063439,425000,200000,805300.0000000001,4.0265,0.7182352941176471,41.0780424030185,0.7687367021276597,12.959844447906553
P311,P,343,0.11661807580174927,611000,340500,1554000.0000000002,4.56387665198238,0.7545008183306056,24.555674109811722,0.7903815789473685,13.322852238153732
P312,P,58,0.1206896551724138,795000,245385,2395000.000000001,9.760172789697826,1.4745283018867925,23.500523616627305,0.8340444444444445,13.58609739363647
P313,P,152,0.16447368421052633,660000,346093.9,1374500,3.9714655473557894,0.8185606060606061,24.80787268127406,0.7610852713178294,13.399995114002609
P314,P,119,0.20168067226890757,650000,270000,2955200.0000000056,10.945185185185206,1.3865384615384615,28.062019808435494,0.8064774560176037,13.38472764187182
P315,P,79,0.25316455696202533,975000,274000,2335727.2,8.524551824817518,1.0066666666666666,29.347175647392806,0.6653,13.790192749979985
P331,P,32,0.15625,2030000,951900,4435000,4.659102846937704,0.8220443349753694,26.543031926327117,0.7084096638655462,14.52354635101797
P512,P,124,0.12903225806451613,501250,272400,1970000.0000000002,7.23201174743025,0.8224411421446385,23.993892749467445,0.8409376107763205,13.124860257602917
P611,P,537,0.05772811918063315,361000,231900,595000,2.565761103924105,0.44598337950138506,21.006366389205613,0.8589733542319749,12.796633237315017
P612,P,120,0.125,643875,334000,1103000.0000000002,3.302395209580839,0.6092020966802563,27.41047370602651,0.7667144083708379,13.375259886867886
P711,P,188,0.3617021276595745,298750,55599.99999999999,513000.0000000001,9.226618705035975,0.9933054393305439,53.35292386289103,0.7421052631578947,12.607362382227857
P712,P,83,0.12048192771084337,480000,240000,980000,4.083333333333333,1.15625,26.20787127683332,0.8265625,13.081541382884074
P713,P,61,0.26229508196721313,617000,186000,900000,4.838709677419355,0.5024311183144247,32.3330200170158,0.7849475600242697,13.332624302887524
P714,P,271,0.12177121771217712,399900,240000,627200,2.6133333333333333,0.4988747186796699,27.89718850871284,0.8597596278108038,12.89896979483491
P811,P,129,0.4496124031007752,380000,50000,636000.0000000002,12.720000000000004,0.8157894736842105,58.02942370510382,0.5525612389248753,12.84792653170257
P812,P,37,0.35135135135135137,318000,215000,599999.9999999998,2.7906976744186034,0.8710691823899371,41.90634655219477,0.7753846153846153,12.669806661762314
